helpfulVotes,id,reviewDate,publishedPlatform,rating,text,title,travelDate,tripType,username,userLocation,state,country,computed_sentiment
2,732070689,2019-12-11,MOBILE,5,"Make sure to bring water and wear a comfortable shoes. bring  sandals for some rides that would get you wet.
I tried waiting for long queue - 30 min up to 50 min.
If you are in a rush buy express pass tickets",Nice plays,2019-12-01,FAMILY,T-Jay Ho,,,,1
2,732017515,2019-12-11,OTHER,4,"We went there on a weekend which turned out to be a huge mistake, because there was a plethora of people around us, we had to get the express pass, so overall I'd say the whole ordeal costed us a lot, but it was worth the fun. Mummy returns was my favourite",Thrilling rides but a bit hard on the pockets (Don't miss out the mummy returns ride),2019-03-01,NONE,kiLLergaMMax,"Pune, India",Pune,India,1
2,732006592,2019-12-11,MOBILE,5,The trip is not complete if you don't visit this place especially if you have young kids who enjoys rides. Infact this place offers something to everyone irrespective of age. There are so many things to do that even an entire day would be short.,Must visit if you want your kids to enjoy the trip.,2019-03-01,FAMILY,Jatinder S,"New Delhi, India",New Delhi,India,1
2,731993291,2019-12-10,OTHER,5,"Excitement to the core.  A world of thrilling rides, water sports, great place for photography. good dinning options are available and we can have memorable moments",Thrilling experience,2019-07-01,NONE,Sridhar T,,,,1
2,731961377,2019-12-10,OTHER,4,"USS is a park for families and friends to bond. There are lots of attractions to engage with although lines tends to be long especially in the middle of the day. If you plan to explore this place on summer brave the heat. Do not bring big bags as some rides doesn't allow you to enter but you can rent a locker. You can bring water bottle as there's drinking fountain where you can refill it. Food prices inside are high so eat a lot before going here then eat after you enjoyed the place, outside USS. If you love taking pictures find an IG-worthy spot, there are lots inside.",Young and Vibrant USS,2019-08-01,NONE,MAAN,,,,1
2,731952241,2019-12-10,OTHER,5,Help me to give me some information about the ticket price and the height of the kid that can go intonthe USS? Tq,Does anybody know how much is the ticket for the kids who are 3 and 5 years old?,2019-12-01,FAMILY,Bob. D,,,,1
2,731921796,2019-12-10,OTHER,4,"Another of Singapore's must see attractions, no matter your age. The only thing that i found off putting was the baggage check on entry, great to keep people safe, but it was more a check for contraband in the way of our own food & drinks, which apparently are not allowed, you are expected to pay top $ for it in the venue. Otherwise, it's a great place especially if you are a fan of rollercoasters, which I'm not. We got drenched on the river coaster, and some paid $5 for a person sized blow dry machine. The poor woman sitting opposite us wore white shorts & t shirt, which became transparent when wet.... but you soon dry off in the heat.","Another of Singapore's must see attractions, no matter your age.",2019-03-01,NONE,Bob L,"Ellenbrook, Australia",Ellenbrook,Australia,0
2,731809297,2019-12-10,OTHER,4,平日の金曜お昼に行きましたが、ジェットコースターが60分待ちした以外は３０分待ち表示で、実質15分という感じでした。ジュラシックパークの乗り物は本当にビチャビチャに濡れますが気温が高い国なのでいつの間にか乾きます。エジプトパークのマミーが一番面白かったかな。程よい広さで疲れず楽しめるのが良いですね。,コジンマリとして回りやすい,2019-12-01,NONE,bbchannmama,"Tokyo, Japan",Tokyo,Japan,1
2,731758172,2019-12-09,OTHER,4,It's good to go to at least once but the LA one and Singapore one almost had the same rides so not much variety betwen the 2.,Good to go once,2019-11-01,NONE,Kathleen D,,,,1
2,731724508,2019-12-09,OTHER,5,"We bought the usual ticket online and got in well. As recommended, we started from the left lane (Madagascar side) and we had fun a lot although our elders can only enjoyed several rides. It was really unfortunate as it was raining really hard during the noon until 3pm. I got to enjoy all the thrill rides except for Cylon roller coaster (I'll come for you again) the Roasted Chicken Rice at Discovery Food Court tasted good, though I don't know if it is Halal or not",Will come again,2019-11-01,NONE,Wanderer283,"Bandar Seri Begawan, Brunei Darussalam",Bandar Seri Begawan,Brunei Darussalam,1
2,731609361,2019-12-09,MOBILE,4,"Overpriced & always crowded. Closed early @6pm in Nov (really?) eateries seems a lot but not really in reality in terms of food choices & varieties. Skytrain to and from is always super crowded with a long queue so rather would advise to take relatively a short, sheltered, comfortable walk via connecting bridge back to vivocity shopping centre where the metro/mrt stations is located at the underground.",Overpriced,2019-11-01,FAMILY,sglayla,"Singapore, Singapore",Singapore,Singapore,1
2,731595367,2019-12-09,MOBILE,5,"tôi và gia đình đã có những giờ vui chơi tuyệt vời tậi đây, có những trò chơi bạn phải chờ đợi hàng giờ nhưng khi bạn trải nghiệm rồi bạn sẽ thấy xứng đáng",khu giải trí tuyệt vời,2019-12-01,FAMILY,trâm trần,Vietnam,,Vietnam,1
4,731566716,2019-12-09,OTHER,5,this is my first time here in universal studios and its so very cool . i want to be with my friends when i go back again,universal studios ROCKS,2019-08-01,SOLO,Jhenn Dhezzy,"Metro Manila, Philippines",Metro Manila,Philippines,1
2,731526160,2019-12-09,MOBILE,5,"Our family of 4 (kids 9 & 13) did the VIP tour with Jasline and she treated our family so well. We got access to all rides, character appearances and shows without waiting and Jasline looked after our bags while we went on rides. Front seats and priority access on all rides was awesome! Front the moment of arrival you really get the VIP treatment, cold drink on arrival and private air conditioned room to watch Waterworld show was a relief in the hot weather. Jasline found us seats for lunch and made sure we got to do and see all we wanted, she was fantastic! We wouldn’t of covered half as much without the VIP tickets and our whole family agreed it was worthwhile spending the extra money for it. Thank you Jasline for making our day so memorable and special :)",VIP tour was awesome,2019-11-01,FAMILY,Belinda K,"Tenterfield, Australia",Tenterfield,Australia,1
2,731382058,2019-12-08,OTHER,5,"Best theme park  i have visited, enjoy lot of rides, only thing is time consuming for each ride, best for me is Transformers ride and jurassic park.   couldn't able to cover in a day. good for kids, family",Best theme park awesome rides,2019-06-01,NONE,BalaPobi,"Chennai (Madras), India",Chennai (Madras),India,1
2,731297054,2019-12-07,OTHER,5,Smaller that Universal Los Angeles but found this to be a good thing as not as crowded and rides more accessible. Lots of fun and we ended ip staying there all day. Mel's Diner is good to eat at though free refills like Universal Los Angeles would have been heaps better as it was a hot day.,Schoolies trip,2019-11-01,FAMILY,Kirstie F,,,,1
8,731248444,2019-12-07,MOBILE,5,You will definitely enjoy Universal Studios Singapore. Must try rides my number 1.TRANSFORMERS the ride 2.Jurassic Park Rapids Adventure 3.Battlestar Galactica Human vs Cylon. Foods expect it pricey for lunch prepare atleast 3k for 4. Your family will definitely enjoy USS.,First Family Out of the Country trip,2019-11-01,FAMILY,SherylQ,"Davao City, Philippines",Davao City,Philippines,1
3,731134924,2019-12-07,OTHER,5,タイトな旅行日程であったため、滞在時間が限られていたためExpressを利用した。待ち時間を大幅に短縮できて、隣接するSEAアクアリウムにも行くことができた。,平日でもExpressはおすすめ！,2019-12-01,NONE,Genjiro,"Nagoya, Japan",Nagoya,Japan,1
2,731129625,2019-12-07,OTHER,3,"Thursday morning 24th October and we walked across Sentosa Boardwalk to visit Universal Studios on the Island. 

We did pre-book our tickets online, so there was no queuing up just turned up at the entrance.

There were some really good parts about and some disappointing bits. Suppose best to deal with the good bits first.

Transformers the Ride, was our first a 3D in the dark, glasses were provided before boarding, this was definitely worth queuing for.

Accelerator was like a adults teacup ride, a bit of fun.

We queued for about 45 minutes to ride on Battlestar Galactica Cyclon, this was white knuckle and lots of screaming.

Did like the Sesame Street and other statues around the place.

Return of the Mummy was one of the attractions we had highlighted that we would like to experience.

The first time we visited we were told the attraction was closed, we were given no indication for how long.

Rather that wait around in the hope that the ride would open soon, we decided to continue to visit other attractions and return here later.

Over a lengthy interval of time we returned here twice only to find the attraction remained closed. The staff there could not say when it was likely to reopen.

Rather disappointingly we decided to give it a miss as it was not likely to reopen on the day.

There was lots of areas covered in black cloth which were being made ready for Halloween.

The Battlestar Galactica Human Ride, the waiting time never changed from 90 minutes, so we did not bother.

We found the Shops around the Park, Big Bird's Emporium, Hello Kitty Studio, Minion Mart, Universal Store and others were grossly over priced.

Definitely more suited for younger visitors with more rides available.",Bit disappointing  - overpriced outlets,2019-10-01,NONE,David D,"Devon, United Kingdom",Devon,United Kingdom,1
2,730897147,2019-12-05,OTHER,4,"Totally amazing opportunity! I had the chance to visit Universal Studios Hollywood and it was huge! 1 day is not enough. Here in SG, 1 day is enough. There are lots of attractions inside that were also not present / not available in Hollywood the time I visited last year. So for instance, I enjoyed the Transformers 3D because I didn't get the chance to do that before. Not all rides were the same so I really enjoyed the Rides & Attractions as well here in SG. Planning ahead on what to do is really important to maximize the visit. Me and my sis did skip just a few rides that we're really scared of but we almost rode everything. And since we skipped some, we were able to do more of the Meet & Greet events, as well as the Shows available. It was also a great time to visit since it's Christmas season and most shows were themed with Christmas Vibes. There were probably just 1-2 Shows and Meet & Greets that we were not able to take photos with due to cutoff times (after we lined up also, for a little bit). The fan mists were not working and could've probably been turned off instead. It was not that hot but it was still humid, despite a few times it drizzled that day of our visit. Good thing it didn't rain that much, unlike the previous day we were in SG. However, it could be better if more fans were turned on. Best also for visits to happen on weekdays. It was still packed when we visited (on a Wednesday) and at times, we still had to use our ""Universal Express Tickets"" (we bought separately) since there are queue lines - like at the Transformers Attraction, The Pandages Theatre (showing Elmo Time when we visited - lotsa kids & families), Jurrasic park attractions, among others. It could've been better as well if all attractions were following the policies on Universal Express. There were times wherein they treated those with Express and those without it, as same. Like at the ""Lights, Camera ..."" they made us all line up the same even if we had the Express Ticket and it was accepted there supposedly. My sis had the chance to perform with the dancers of the ""Rhythm Truck"" performance. We knew some of them from home - The Streetboys (which I believe is now called The Rockafellas?) and it was amazing! The closing show we saw (""The Christmas Invention"") was a spectacular attraction as well! All the popular characters were dancing, there were lots of light shows, lotsa dancing and props ... it was a great feat to cap the night! Me and my sis really enjoyed it!",I loved Universal Hollywood and I loved this Singapore Attraction Too!,2019-12-01,NONE,Chai Chen,"Manila, Philippines",Manila,Philippines,1
3,730794916,2019-12-05,OTHER,5,"I took my dad to the park today (first Thursday in December) from 11:30am to 7:30pm. It was a cloudy day, so the weather was perfect! I was expecting the park to be busy as it is the school holidays in Singapore and the weather was good, but I was pleasantly surprised the park wasn't that crowded. I was at Universal Studios Hollywood earlier this year and the wait for rides are usually at least 30 to 40 minutes. The most I had to wait for rides today was 15 minutes. For the Battlestar Galatica, the posted wait time is usually 60 min. But at 5pm, the posted wait time was 5 minutes! I went on Jurassic Park Rapids Adventure in 5 minutes, the posted wait time was 15 minutes.

I'm not much into rides so I went on only a few, but there are many shows to watch. The shows were done really well and performers are all very professional. The mascot Julien from Madagascar did a fantastic job. He's an absolute joy to watch! Staff are helpful and friendly. Don't miss the Waterworld show. There was also snow simulation at ""Hollywood"" at every hour. The light snow fall looks real, just like the light flurries in Canada.

Download the Universal Studios Singapore app for a listing of shows and ride wait times. 

Thank you everyone at Universal Studios for making it a fun day for me and most importantly, for my dad.",Fun day and surprisingly not busy,2019-12-01,NONE,Emma S,"Vancouver, Canada",Vancouver,Canada,1
8,730546347,2019-12-03,OTHER,5,"Во-первых, рекомендую входные билеты покупать онлайн, чтоб сэкономить время и не стоять ради этого в очереди.
Во-вторых, чтобы успеть всё и с комфортом провести время, рекомендую купить экспресс проход. Согласитесь будет обидно не успеть посетить какую-либо локацию или аттракцион, а экспресс проход позволяет проходить через отдельный коридор без очереди. Хотя мы были в выходной день и на некоторые аттракционы, даже в экспресс проходе были небольшие очереди. В общем оно того стоит!

Ну а когда вы уже там - забудьте обо всем и просто наслаждайтесь всем, что вас окружает... И не забудьте купить сувенир на память)

Как добраться:
- На такси из любой точки города - просто и быстро, но наиболее затратно.
- На общественном транспорте (автобус или метро) доезжаете до станции/остановки VIVO CITY, это торговый центр с одноименным названием. Выходя из ТЦ по пешеходному мосту пешком добираетесь до острова Сентоза (не больше километра) - самый бюджетный вариант.
- Чуть подороже - если воспользоваться монорельсом или канатной дорогой.",Что важно и как добраться.,2019-11-01,NONE,Марина Д,"Novosibirsk, Russia",Novosibirsk,Russia,1
2,730526769,2019-12-03,MOBILE,5,"If you visit Singapore and have never been to the Universal studios anywhere else (e.g. in US) this will be a good starter. 
If you enjoy adventurous rides try the mummy ride , the roller coaster, in short try them all. You’ll not regret. It’s great fun.",Super fun filled day,2019-12-01,FRIENDS,Roger,"Singapore, Singapore",Singapore,Singapore,1
3,730288279,2019-12-02,MOBILE,1,"I am horrified to witness a disorganized management of guests. The queues were so long and you'll end up waiting for more than 2 hours! The lockers are only free for 60 minutes and after that they'll charge you with high fees! If children get lost in the area, there's no support or any way to find them. Just terrible. Some rides are just nonsensically boring AF. The only good rides are Galactica, Revenge of the Mummy and the Lost World. The rest are just waste of time and money. PS. Transformers is not available at the moment when we went there.",Worst Universal Studios ever!,2019-11-01,FRIENDS,Miguél F,,,,-1
4,730176779,2019-12-02,OTHER,1,"What a total waste of money. Nearly $80 for a few rides. Not only is the park tiny, it rained a few hours into the day so most of the rides were closed. If you've got 80 dollars per person to throw away carry on, otherwise spend your money else where.",Complete waste of money,2019-12-01,COUPLES,John L,,,,-1
3,730159591,2019-12-01,MOBILE,5,"One word...AMAZING, one of my childhood dream are come true, I enjoyed every attraction and time goes extremely fast when I was there",Far far away experience!!,2019-06-01,FRIENDS,Santika21,"Singapore, Singapore",Singapore,Singapore,1
5,729994186,2019-12-01,MOBILE,1,"I’m a annual pass holder, and visiting USS every months. On 1st Dec around 14:50hrs, we were queuing for the ride CYLON, and met an extremely rude & unprofessional staff for the first time. I couldn’t get her name since she just walked away but she was wearing yellow color jacket & Chinese looks, wearing a spec, and a ponytail hair.
Just because of we are Japanese, she said several Japanese words towards us such as; “mendokusai” which means troublesome! Thank you so much for your kind words ya. Totally disappointed and we immediately left USS after the ride. 
You guys should train your staffs properly.",Rude & unprofessional staff at CYLON,2019-12-01,FRIENDS,Chloe K,,,,-1
2,729982244,2019-12-01,OTHER,4,"I was worried about visiting Universal Studios Singapore, as my partner is not one for roller coasters or theme parks. In fact he hadn't been on a rollercoaster in nearly 20 years, but I was about to change all that with our trip here.
In preparation for our day out at USS, we bought the fast-track passes which more than earned their keep as the wait times for some rides were around forty minutes plus. And this was on a Thursday, too! It also meant that my partner didn't have too much time to stop and think before we found ourselves strapped in.
Thanks to the fast-track pass (and my powers of persuasion) my partner and I managed to go on nearly every ride, which given his earlier hesitation I found incredible. We worked our way from the Madagascar rides all the way to the dueling Battlestar Galactica roller coasters, and I couldn't have been more proud. Whether it was the magic of being on holiday or a special something about USS, I can't say for certain, but what I do know is that he can't wait to go to another theme park.
Seriously, however, I cannot stress the importance of the fast-track pass.",The Best Kind Of Intervention,2019-10-01,NONE,Abana87,"Leeds, United Kingdom",Leeds,United Kingdom,1
2,729686904,2019-11-29,OTHER,4,well if you are in a  wheelchair  don't let that put you off you are looked after very well you are given a helping hand to go on all rides i myself only went on two as i'm not a rider but i do like shows and was given front seats it was the best time for my wife and my self we enjoyed every minute of it what a wonderful place for children and adults a like plenty of food spots and music and happiness everywhere a must see,universal studios in a wheelchair,2019-10-01,NONE,Steve L,"Hastings, New Zealand",Hastings,New Zealand,1
2,729413318,2019-11-28,OTHER,3,"My wife and I visited Universal Studios Singapore earlier this month and to our disappointment found that it was slightly underwhelming. Other than a couple of good rollercoasters, Battlestar Gallactica - Human and the Revenge of the Mummy (Transformers ride was closed so we couldnt get on that), the park was a bit lacking in entertainment. A number of the rides, whilst we were queing, also had 'technical issues' which meant we had to re-queue later. All in all we just left the place at the end of the day feeling that it was ok but something was missing.",Slightly disappointing,2019-11-01,NONE,GarethEvans1976,"County Durham, United Kingdom",County Durham,United Kingdom,1
2,729411096,2019-11-28,MOBILE,2,The lines are quite long so definitely have to spend the extra money and get the jump the queue ticket as we didn’t and that was mistake as we only got on a few rides.,Long wait,2019-10-01,COUPLES,Theminimalistbackpacker,"Perth, Australia",Perth,Australia,-1
4,729394086,2019-11-28,MOBILE,4,"Good size theme park!! Was able to complete in a couple of hours. Smaller than Universal Studios Japan. Everything was decently priced. A lot of family friendly rides/attractions such as Sesame Street Spaghetti Space Chase and Madagascar A Crate Adventure. We went on a Thursday so the waiting lines were under 40 minutes. 

Would recommend the Mango flavoured slush! $7 for the bottle plus drink and refills cost $5 thereafter. 

However travellers please be aware of pickpocketing. While lining up for one of the attractions, a man unzipped my family member’s backpack. Luckily I caught him in the act. Please look after your belongings and be vigilant!!!",Good Size Theme Park,2019-11-01,FRIENDS,Jen,"Sydney, Australia",Sydney,Australia,1
2,729322978,2019-11-27,MOBILE,5,"Based on previous reviews l was sceptical about whether l had made the right decision doing USS VIP experience- it is now one of my most treasured memories. 
From the moment we arrived we certainly felt like we were the only two people in the park. We arrived at the VIP lounge to be greeted by the lovely Andrew, who proceeded to make me a coffee and my daughter a cold drink, gave us gifts and told us how the day would go. (Contrary to past reviews you can’t miss the lounge, big sign and red carpet gives it away).  We managed to do every ride and were in the front row of every ride. We had plenty of photo ops, including a private session with the Madagascar characters. My daughter (21) even received a proposal from Puss in boots. We chose our lunch spot and Andrew found us a table and minded the bags while we got our lunch. The VIP lounge at Waterworld was heaven. My daughter was getting sunburnt so he got her an umbrella. Looked after our belongings while we were on rides, having photos and shopping. I can not praise us enough. My recommendation spend the dollars you won’t regret it.",VIP experience worth every cent,2019-10-01,FRIENDS,Stakar12,"Warrnambool, Australia",Warrnambool,Australia,1
2,729188334,2019-11-26,OTHER,5,Water world show is a must on your list.Performance is outstanding.   Only 2 shows a day but worth a wait. We would do it again.,Sightseeing,2019-11-01,COUPLES,Dejan,,,,1
3,728964894,2019-11-25,OTHER,4,可帶水及食物入園食。蓋手印後可無限次進出園區。園內面積雖然不大，但也有值得玩的機動遊戲及節目表演，例如史力加4Ｄ劇院，末來水世界，長靴貓歷險記等。我們足足玩了６個鐘，哈！,平日來玩不需花太多時間排隊玩機動遊戲,2019-11-01,COUPLES,Joanne Ku,"Hong Kong, China",Hong Kong,China,1
2,728958229,2019-11-25,OTHER,5,Its like being a kid again visiting the different themed areas with rides to blow your mind. Loved the Autobots 3D ride & Water world show... actually they were all good. Would definitely recommend to buy an 'Express' pass before you enter as the normal wait time can be long. We got ours through Klook - see reviews as the ticket redemption booth is tricky to find & you have to redeem before you enter. I recommend to get there early & plan your day before as you can miss some shows or run out of time to go on rides. We decided to prioritise the rides over shows to get our moneys worth from the Express pass. Top get there we travelled by Cable car across seeing lots of Singapore sights from above.,Awesome place with so much to see & do,2019-11-01,NONE,Debbie S,"Melbourne, Australia",Melbourne,Australia,1
2,728940004,2019-11-25,MOBILE,5,"Empezaré diciendo que no es enorme, nosotros nos subimos a las atracciones más rápidas y fuertes o las más famosas en menos de 3 horas realmente no es muy diferente a otros parques universal salvo que tiene dos montañas rusas que no hay en otros parques o al menos tienen nombre y temática diferente en general no hay ninguno como Orlando sin embargo es algo que los amantes de los parques de diversiones no podemos dejar pasar, era el último que me faltaba conocer y no podía dejarlo pasar , pero si estos parques no son tu prioridad no lo hagas ya que no te perderás de nada fuera del otro mundo, si aún así decides ir te recomiendo ir primero a las dos atracciones de la sección sci fi que son de Battlestar galáctica que son muy buenas y son las que más se llenan junto con Transformers, de ahí en fuera ninguna fila es demasiado larga y si ya conoces más parques las demás son prescindiblesa excepción de Shrek y Madagascar que no son la gran cosa pero solo los he visto en Singapur.",Porque no puede faltar a la colección de parques universal,2019-11-01,COUPLES,Os1313,"Mexico City, Mexico",Mexico City,Mexico,1
4,728775959,2019-11-25,MOBILE,4,"An sich ist der Park sehr schön, leider allerdings auch sehr klein...man kann alles ohne große Probleme in wenigen Stunden schaffen. Manche Fahrgeschäfte sind arg kurz und schon an der Grenze zur Frechheit (z. B. Treasure Hunt). Preislich alles im Rahmen. Im Vergleich zu Disney World Florida, welches wir letztes Jahr besucht haben fällt der Park extrem ab - zugegeben aber auch ein etwas unfairer Vergleich.",Etwas arg klein,2019-11-01,FAMILY,Downtown83,"Nanjing, China",Nanjing,China,1
3,728753221,2019-11-24,OTHER,2,"Maybe I am critical with this review because I have been to USJ several times, so it is natural for me to draw direct comparison let along drawing comparison with Disneylands.

First of all, I don't mind spending more money, if what offered to me is worth it, for example if I'm enjoying the park, I would definitely buy something to cherish my memory. But that wasn't the case, because the whole atmosphere didn't make me want to spend more.

- The park is small, the attractions are small and short
- The decorations felt poorly made compared to other theme parks, so the atmosphere was lacking
- Most staffs don't seem to bother to entertain the visitors, I mean they are helpful keeping people in order and in line, and that's it. In theme parks, I expect much more, or at least, they should be smiling and making us feel happy
- Merchandises are limited and the quality didn't appeal to me. I am a huge Elmo fan, but there wasn't a Elmo merchandise I would like to add to my collection
- Food wasn't good either

Since they marketed it as ""one-of-its-kind theme park in Asia"", it was very disappointing, because it is extremely far from the truth. There are countless better theme parks in Asia and I expect much much more when it comes to Universal Studios. I think Transformers was the only good memory I have from this visit.

Not sure if I want to visit USS again, since travelling to USJ is just as far for me.",Disappointed,2019-06-01,NONE,Cyprus,"Hong Kong, China",Hong Kong,China,1
2,728699562,2019-11-24,MOBILE,5,"We had a lovely day out here and my 3 year old loved it! 
It did started to rain but that’s expected when you are in Singapore, there are indoors activities so you will be alright. I must point out that our only negative experience was at the Madagascar ride where I found the older gentlemen at the machine controls to be rude and lacked personality that is needed when dealing with families that has young children, the younger staff members were fantastic though.",Perfect day out minus the rain : ),2019-11-01,FAMILY,Chris,,,,1
2,728582722,2019-11-24,MOBILE,5,"now, as the usual long line upon the entering and taking pictures of the USS globe outside the theme park. we get to try those rides we haven't tried before and again for others. there are changes inside but still the good, magical place to be.",USS part 2,2019-11-01,FRIENDS,Miler15,"Davao City, Philippines",Davao City,Philippines,1
5,728539254,2019-11-24,OTHER,3,"I visited the Universal Studios Singapore in July 2019.
The Universal Studio is a nice place to visit for newcomers but if you had been to other theme parks like Universal Studios Los Angeles or Disneyland Hong Kong you would be disappointed.
The park is small and hence the entire crowd is in queue for the ride.
If you want to take all the rides buy the Express card else you would keep on waiting in the queue.
The must take rides are Cyclone, Humane, Terminator and please watch the Waterworld Live Stunt Show if you have not watched any live stunt show.
If any advise on how to make a customized and budgetable trip to Singapore contact me at harshdabas1@gmail.com.",Expensive and Moderate Experience,2019-07-01,NONE,Harsh Dabas,,,,0
3,728525884,2019-11-24,OTHER,5,"Pitihän sitä täälläkin käydä katsomassa millainen on huvipuisto suurenmaailman tyyliin, mielestäni teemapuisto kuvaisi tätä paremmin koska kaikki täällä rakentui elokuvien ympärille. Rakenteethan olivat hienot sitä ei käy kiistäminen, mutta se jonotus joka paikkaan oli kyllä aika koettelevaa tuossa helteessä. Mielestäni laitteita oli aika vähän tuon kokoiseksi paikaksi, toki emme joka paikkaa jaksaneet katsoa. Aikaa kannattaa varata kyllä koko päivä jos aikoo kaikki paikat käydä lävitse.","Hieno kokonaisuus, mutta pitkät jonot",2019-09-01,NONE,imaami,"Mikkeli, Finland",Mikkeli,Finland,1
2,728494362,2019-11-23,MOBILE,3,"朝10時から開演ということで、すでに日差しが暑い時間からのスタートです。平日に行きましたが、いろいろな国籍の方で混んでいました。平日でも効率よく回りたければ、優先パス発行をおすすめします。
ただし、ジェットコースター系は、閉園一時間前に行ったらほぼ待たずに乗れました。開演直後は若干並んだのに。",もっと朝から開演すればいいのに。,2019-10-01,COUPLES,JJ_Philip,"Pasay, Philippines",Pasay,Philippines,0
3,728463059,2019-11-23,MOBILE,2,"Perhaps kids would enjoy it more, but the cues are so long (average 1 h) and the food so expensive and bad. Also it is quite far from the city.",Not worth it,2019-11-01,COUPLES,Valentin S,"Bucharest, Romania",Bucharest,Romania,-1
2,728456240,2019-11-23,MOBILE,5,"We visited In February, crowds weren’t a problem and the day was amazing. So many great shows and rides for everyone. Will be back!",So much fun,2019-02-01,NONE,JungHiang,"Singapore, Singapore",Singapore,Singapore,1
3,728450212,2019-11-23,MOBILE,5,"Visited Universal Singapore last week and was mightily impressed. At least equal to the Hollywood version.
Great attractions, beautifully presented and maintained with some amazing rides. Highlights for us were The Mummy, Transformers, Jurassic Park and the two Battle Star Galactica roller coasters.
Plenty of dining options and rides for all ages. Highly recommend purchasing the fast pass to skip the queues, it will potentially save you from spending hours lining up in very hot and humid conditions, it’s money well spent.
A wonderful family attraction, well worth visiting.",Hollywood in Asia.,2019-11-01,FAMILY,Jabero54,"Melbourne, Australia",Melbourne,Australia,1
3,728349022,2019-11-23,OTHER,3,"I am telling you USS, pls pls review the attitude and performance of your staffs seriously. I have been to USS 4 years before and it is not like that all previously. Come on, this is an amusement park, the staffs are supposed to be friendly and welcoming! I have witnessed staffs shouting at guest rudely to queue up, i have seen your staff impatiently assigning and shouting at visitors at queues. This is surely not something what USS is before and i have never seen this happened in USJ. Seriously, its a place full of tourists from all walks of life coming to a little place to have fun, please give the due amount of patience and at least allow some hospitality to them visitors. 

A disappointed Singaporean visitor.",Poor Attitude of Staffs,2019-11-01,COUPLES,JJJJJX,,,,0
2,728307631,2019-11-22,MOBILE,5,Universal Studios is a fun day. Easy to get to. The public transport in Singapore is user friendly & clean.,Great  Day!,2019-11-01,COUPLES,sparkleglitter_72,"Newcastle, Australia",Newcastle,Australia,1
2,728250813,2019-11-22,OTHER,4,"a small park but very amazing.
on a week day few waiting times (max 20 min, but most 5 to 10 miutes)
best places : far far away : schrek 4D, donkey show, Madagascar
best ride in Egypt (the mummy)
a must do while in Singapore.
reasoble priced if buying tickets hoe in advance.  remember EVRYTHING in Singapore is very expensive !",small park but beautiful,2019-11-01,NONE,Dirk C,,,,1
2,728161329,2019-11-22,OTHER,5,"Singapore is an inspiring city, full of culture and a role model on climate change combat. In Sentosa Island, we also find the ""themed"" part of the city/country and there the Universal Studios. 

Wherever I go I always try to visit the theme park and this time I felt like I couldn't miss it. And it didn't disappoint!

The ticket is around 40 GBP and I would say that if you go in a weekday and non-holiday, you won't need a fast pass or anything else. 

It is quite bigger than Disneyland Tokyo, although if you rush it through, you will have finished the main attractions by midday. You will even have time to ride the main ones several times. 

What surprised me the most was the roller coaster ""Cylone"". I honestly wasn't expecting such an intense ride. I'm a fan of fast rides and so far the only ones that had me satisfied were in Port Aventura (Spain) but here, in Cylone, I found my favourite one. 

For people that don't love rides so much, the theme is also really nice and there are shows and activities like movies or really soft. 

Food is not that expensive considering that is a theme park and the whole park is really clean. 

I loved it.","Great themed park, amazing roller coasters!",2019-10-01,NONE,Sergi N,,,,0
2,728133993,2019-11-22,OTHER,5,Not much words to say...One must visit this place to for a Lifetime experience. Teenagers will enjoy the most. Teenage will come back to Elders...,Lifetime Experience,2019-10-01,NONE,architectbiswas,"Kolkata (Calcutta), India",Kolkata (Calcutta),India,1
2,728051537,2019-11-21,OTHER,5,We had the most incredible time in Universal Studios. I highly recommend getting the unlimited fast pass!,Amazing Time,2019-11-01,NONE,Ashley Ryan,,,,1
2,727966606,2019-11-21,MOBILE,5,A Must visit place for travellers of all age. Loved everything except the waiting time at each place. You can skip the line using universal express available at select locations inside the studio. Make sure you reach there by the time it opens,Must visit place,2019-11-01,FAMILY,Murali,"Coimbatore, India",Coimbatore,India,1
