helpfulVotes,id,reviewDate,publishedPlatform,rating,text,title,travelDate,tripType,username,userLocation,state,country,sentiment
2,674188302,15/5/19,MOBILE,4,best time universal studio ! reason one star le 1. long waiting period go 45 min 2 hour 2. abruptly stopping ride waiting queue stating technical difficulty ( faced roller coaster ride mummy ‘ zone ’ remember name ) 3. loved made safety top priority bad luck go day ’ raining windy close ride . u ride closed 30-45 min started . try transformer nest .. best experience,Long waiting queue,1/5/19,FAMILY,priyanka p,"Bengaluru, India",Bengaluru,India,1
1,674188059,15/5/19,MOBILE,5,ลองจินตนาการดูนะว่า อะไรจะทำให้คุณกลับไปเป็นเด็กได้อีกครั้ง นอกจากสวนสนุก ถึงแม้จะร้อนมาก แต่คุ้มค่ากับที่จ่ายไปอย่างแน่นอน ตื่นเต้น ตื่นตา ตื่นใจ อยู่ได้ทั้งวันแบบไม่รู้จักเหน็ดเหนื่อยเลยทีเดียว,Make your day with Universal,1/5/19,FRIENDS,Mullika P,"Bangkok, Thailand",Bangkok,Thailand,-1
1,674091519,14/5/19,OTHER,5,must place go come singapore ! family much fun . great attraction great facility !,A must to-visit place in Singapore!,1/4/19,FAMILY,BiancaHobs,"Perth, Australia",Perth,Australia,1
1,674052568,14/5/19,OTHER,4,"like theme park , us one interesting place visit thrill seeker . transformer 4d ride family favourite- take note que could get really really longgggg . favourite indoor ride mummy ’ good although ’ dark hehe . cyclone ride amazing ( repeated 3 time ) ’ get experience human ride ( long que ) . apparently people choose human ride ’ le thrilling cyclone ride ’ line shorter wan na get wet ( like ) , could get one ride jurassic world worry ’ drying pod sgd5 . went sunday crowd ok , ride shorter que . please check weather visiting could get tooo sunny u ’ wan na get soaked rain . went weather like 39 dgrees sweat time loved cafe located front show theatre ( forgot name ) coz ’ halal ’ cute elmo burger . cafe ok well tried 2 . importantly think ’ big like universal studio definitely could complete whole round day",Fun day with lots of excitement and... sweat!,1/4/19,FRIENDS,aidaroundtheglobe,"Putrajaya, Malaysia",Putrajaya,Malaysia,1
1,673957814,14/5/19,OTHER,4,"definitely go early week ! ! wednesday ( full day ) school holiday . express pas waited 20 minute ride . printed klook pass , super easy straight turnstyle park . pick daily timetable map take moment prioritise must do time . made show planned day around , ride . water world show great stunt actor even stayed show photo taken . kid love . ride digital display showing approximate wait time . used find quickest wait time came back ride busy previously . donkey live show must age , shrek 4d experience transformer 4d ride . meet greets character time well organised park staff , happy use camera take photo . pressure buy professional photo time . weather turn bad , outdoor ride stopped , plan visit around weather possible . ride take bag except rollercoasters , shelf locker belonging . plenty well sign posted toilet , offering free water bottle refill station . issue taking large water bottle .",Go midweek and check weather prior,1/4/19,COUPLES,Carrol Willsher,,,,1
3,673929743,14/5/19,OTHER,4,大阪のユニバーサルとは比べれないくらい小さいですが、とても充実しており、半日でも楽しめます。混雑もないですが、暑いです。,小さくていい,1/5/19,FAMILY,katy,"Singapore, Singapore",Singapore,Singapore,-1
2,673893851,14/5/19,MOBILE,3,"visited easter holiday . previously visited universal park , mindful fact park would little limited size fewer large ride . park similar size scale euro disney perhaps 3/4 larger ride teenager . bought ticket part combined ticket sentosa cable car , reasonable deal . short taxi hotel mount faber meant started day bit adventure kid . ( buy combined ticket mount faber cable car station . ) ticket advance meant queuing entry park bad , although signage cable car stop sentosa universal park could better . ( disembark sentosa , actually need walk 100 yard change onto additional cable car take park entrance . ) getting early meant queue time main ride 15-20 minute . ’ worth mentioning ride staff hot making sure ’ take anything ride e.g . phone loose change , making sure pocket empty going extent using security wand check every rider make sure . find anything , send back locker . large ride ’ locker free initial period , cost thereafter . also rented larger locker backpack , pay . unfortunately day visited weather patchy occasional rainstorm . threat thunder/lightning larger ride temporarily stopped . clearly done safety perspective avoid lightening strike . however ride ’ handle particularly well . waited approximately 50 minute battlestar galactica cylon ride . got within 5 people boarding ride , ride suspended due incoming thunder storm . indication given long delay . ( clearly park form weather monitoring able suspend ride advance , surely form indication length potential suspension possible , alternatively , offer temporary fast pas option queued . ) weather bad watched waterworld show , water based stunt show . well done . marking seat whether get wet worth noting . wet seat get absolute soaking show . fun day despite weather . ’ easily possible bulk larger ride half day , meaning visit attraction sentosa .",Check the weather forecast before you go.,1/4/19,FAMILY,holl3411,"Exmouth, United Kingdom",Exmouth,United Kingdom,1
1,673892248,14/5/19,MOBILE,5,"absolutely enjoyed time universal studio . ride fantastic , variety ride made day fun exciting . dining option great . recommend fast pas queue rather long top ride . favourite ride `` mummy '' - probably went 15 time : ) )",A whole day of fun!,1/2/19,FRIENDS,PamelaRogers1313,"London, United Kingdom",London,United Kingdom,1
3,673871635,14/5/19,MOBILE,5,"ein kleiner und sehr schöner park . kann nur empfehlen , war schon 3 mal diesem park . mein tip : fastpass kaufen .",Universal Studios Singapore,1/5/19,FAMILY,Jörg T,"Dortmund, Germany",Dortmund,Germany,-1
3,673712139,13/5/19,OTHER,5,"great fun day /great experience , get universal studio mrt taking train universal studio easy . need get harbourfront station either take mono-rail train walk sentosa island . detailed direction : 1.take north east line going harbourfront . alight last stop — harbourfront station . 2.walk vivocity mall climb level 3 mall , near kfc proceed lobby l. know ’ lobby l see food republic . might want breakfast lunch going sentosa . : ) 3.fall line purchase ticket . keep ticket . ’ lose . board monorail train . alight waterfront station . 4.follow sign ’ find staring universal studio rotating globe soon . 5.you also take sentosa boardwalk get island . ’ fun experience , ! best sunset ! -- u n't avail ticket get inside cause 2days tour sg go inside spend whole day cause lot activity inside travel kid must add list kid love , prefer buy ticket inside since couple .we enjoying view rotating global headed garden bay till lightshow begin , visit flower dome cloudforest also waiting light show garden bay , 1 day visit sentosa island , universal , garden bay , flower dome , cloudforest 1 click =tiring worth . ’ . return city proper , trace step back . : )",GREAT EXPERIENCE,1/4/19,COUPLES,Travel Journey,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,1
1,673585294,12/5/19,MOBILE,5,憑電子門票很快便可以入場，遊戲設施很有趣，只不過種類不太多，每個遊戲排隊大約需要1小時，是合理的時間。伴手禮種類較為單一，沒有選到適合的手信,一日可以走完的樂園,1/4/19,COUPLES,Zoe,"Hong Kong, China",Hong Kong,China,-1
1,673400088,12/5/19,MOBILE,4,"first time singapore , universal studio really good , fantastic ! met pilipinos , really amazing , first time try tge ferreswheel ohhh wow really great fun ...",Short gateaway last year,1/5/19,FRIENDS,ricoroyo,,,,1
3,673391213,12/5/19,MOBILE,5,"went friday park close 10pm . went early planned ride . crowded expected . love transformer ride , waterworld show , pus boot , treasure hunter , sesame street , donkey live , almost everything like . got time show were.able.to fix sched see everything even marilyn monroe live show . everything perfect . kid blast . thing price food , expensive . park also small relative universal studio japan . like since go directly show immediately . definitely.highly recommended . get ticket online booking site . cheap also give promo code . plan trip.also around 6:30pm people.left hence got ride . also go waterworld parade star start . hence finish seeing go back attraction ride like im sure one everyone watching parade . able ride every ride kid like twice .",Perfect,1/5/19,FAMILY,DokGrey,"Paranaque, Philippines",Paranaque,Philippines,1
2,673378735,12/5/19,MOBILE,5,super ride facility . enjoy best ride transformer u kid age 5+ . weak heart n't dare cyclone ride human ride ... know amazing thrilled sure enjoy ride open heart . kid family wonderful ride . dance group evening awesome .,Fun Fun n just Fun.,1/5/19,FAMILY,Pritesh Meghani,"Gandhidham, India",Gandhidham,India,1
2,673347764,11/5/19,OTHER,5,"great time visit universal singapore , celebrating sesame street 50th birthday , sure celebrate , made feel like child . park way smaller original california , attraction done way better , new different ride . opted express pas package , twice price general admission , limited time , school holiday thought would n't see everything one day . hot day visited , near water attraction great . park well maintained easy navigate around . great age . recommend universal shop purchase take home .",Can you tell me how to get to Sesame Street?,1/4/19,FAMILY,Tim E,"Auckland Central, New Zealand",Auckland Central,New Zealand,1
3,673330484,11/5/19,MOBILE,5,"다른 나라에 있는 유니버셜 스튜디오 및 유명 놀이공원에 비해서 크기는 상당히 작은 편이다 . 그래서 하루를 전부 들이지 않고 , 반나절 정도만 보내도 될만한 정도이다 . 트랜스포머 , 미이라 , 쥬라기공원은 인기가 많다 . express ticket은 혼잡도를 체크하며 , 입장후에 사도 된다 . 정문으로 들어가서 왼쪽 기념품 판매점에서 살 수 있다 . ( 혼잡도는 google에서 확인 가능하다 )",즐거움이 가득한 곳,1/5/19,COUPLES,Young Woo Kim,"Seoul, South Korea",Seoul,South Korea,-1
1,673316349,11/5/19,MOBILE,5,worth express pas ! nice experience little one enjoy little roller coaster time found many maintenance stop fixing annoying ... might coz many people using food good ’ expect pro like usj overall good time lovely special occasion sesame street anniversary bring master card get discount shopping !,Small but great experience,1/4/19,FAMILY,FamilyTravellers,"Bangkok, Thailand",Bangkok,Thailand,1
1,673216234,11/5/19,OTHER,4,"full day program universal studio . travelling singapore kid , please add universal studio list . make sure avoid weekend . standing queue time much longer short ride time . advice buy fast lane ticket ( approx 40 sgd per head ) avoid queue . instead trying ride focus type ride . ride truly fast may suitable younger kid . studio open want cover everything . personally liked 4d simulation transformer .",Good place to spend an entire day with kids,1/4/19,FAMILY,Siddhartha Shankar Dey,"Bengaluru, India",Bengaluru,India,1
1,673172684,11/5/19,MOBILE,5,"visited us first time 5-year old daughter . booked ticket thru package offered bay hotel singapore daughter ’ ticket booked via klook . fair weather enjoyed place . able take good picture sunny day . daughter enjoyed attraction sesame street shrek . however , queue long would take 30mins -1hour get attraction ride . ’ buy express pas price ticket price . food allowed inside bring bottled water . everything quite expensive food , merchandise , picture , etc . enjoyed place explored took photo .",Small kids will definitely enjoy the exploring the place,1/5/19,FAMILY,Summer0630,"Calamba, Philippines",Calamba,Philippines,1
2,673153375,10/5/19,OTHER,5,"would expect , thrilling ride lot see . get early go week day . prepared cue ride express ticket make good sense n't want wait around much .",Great fun day!,1/5/19,COUPLES,Groovywens,"Perth, Australia",Perth,Australia,1
2,673022352,10/5/19,MOBILE,5,"several theme park say universal singapore worth time , effort money . ride cater kid kids-at heart well . stood waterworld ! firework , gunshot , crashing plane everything else amazing . like watching real live movie right eye ! watch .",WATERWORLD is insane!,1/4/19,FAMILY,JR Papel,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,1
1,672936297,9/5/19,MOBILE,5,센토사섬에 꼭 들려야할곳 익스프레스티켓이 직접 사면비싸요 미리구매해서 가시는거 추천합니다 미리구매안해서 비싸게샀네요 머미 개꿀잼,만족합니다,1/5/19,SOLO,WonJae J,South Korea,,South Korea,-1
1,672927154,9/5/19,OTHER,3,"much waiting line , must take express ticket otherwise one day covered whole park . disappointment visit attraction working due technical fault , musch upset standing almost 90 min line jurassic park rapid adventure announcement closed due weather condition . enjoying full transformer ride much waiting .",A day of fun  in Universal Studio,1/5/19,FAMILY,Kalpesh_KK,,,,1
2,672902919,9/5/19,MOBILE,4,"visiting australia , real occasion 9 year old . highly recommend considering express pas . noting unlimited limited ( 1 extra per ride ) express pas option . otherwise queuing hour , heat , good ride . although option age , son perfect age able go ride . even went favourite 4 time ! although theme park around year , ride impressive well maintained . getting entry cost , really enjoyable day . note : ’ like fried food , recommend pack eat outside park .",Prefect for our 9 year old,1/4/19,FAMILY,MCSydney,"Kingston, Australia",Kingston,Australia,1
1,672894247,9/5/19,MOBILE,5,空いている…と思い行きましたが、思ったより混雑しており、1時間待ちのアトラクションもあちこちありました。 日本に無いアトラクションを体験し、シンガポールならではを満喫しました。 ジェラシックパークは丸型のボートでゆらりゆらり…最後の落下する時は場所によってずぶ濡れでした。（後ろ向きに落下する席は要注意‼︎）,思ったより混雑…,1/5/19,COUPLES,tabisuki,"Ikoma, Japan",Ikoma,Japan,-1
2,672889921,9/5/19,MOBILE,5,universal studio good design kid adventure . many attraction . one thing prepared lovely kid mineral water due weather hot sentosa island,Perfect Holiday,1/4/19,FAMILY,Lucky Novian,"Tangerang, Indonesia",Tangerang,Indonesia,1
1,672729049,9/5/19,MOBILE,4,小さいと聞いていたので13時頃から入園。事前に安いチケットもあるのでオススメです。1週1時間くらいでまわれますが、マダガスカルやシュレックなど日本にないアトラクションも豊富で楽しめました。乗り物は1時間前後でした。,日本にない乗り物がたくさん！,1/5/19,COUPLES,Tamaadvisor,,,,-1
1,672693174,8/5/19,MOBILE,4,"’ bit split , enjoyed , ’ take day get around . got mrt harbour front , purchased universal ticket return travel island ... total $ 83 spent 5 hour theme park really enjoyed , went ride feel paid ’ get back ! whole park easy walk around , like circle . try rapid jurassic park , prepared long wait !",Not bad,1/5/19,COUPLES,navhayre,"Leamington Spa, United Kingdom",Leamington Spa,United Kingdom,1
2,672568718,8/5/19,MOBILE,5,對環球影城的粉絲而言，就不用多說了，因為遊戲種類大致相近。 但樂園規模來說，就細少得多了。平時在環球影城開門的時候，大家都爭相跑到機動遊戲爭取每分每秒，但星加坡的由於規模較小，可以慢慢輕鬆的玩，也有足夠的時間。,《環球影城》,1/4/19,COUPLES,hfmall,,,,-1
1,672559596,8/5/19,MOBILE,5,"ke singapura nggak lengkap kalau nggak ke u . sempetin disini seharian buat keliling-keliling . datang pa buka , biar bisa nikmatin seluruh wahana . sebisa mungkin jangan datang pa weekend , antrian tiap wahana panjaaaang , bisa sampai 70 menit . ada time reminder di setiap entrance , biar bisa kira-kira bakalan masuk atau nggak . beli tiket bisa online atau di loket . tapi lebih menguntungkan via online karena murah dan banyak promonya . nginaplah di hotel daerah sentosa , supaya tidak jauh untuk datang kesini . saya hanya butuh waktu 5 menit untuk nyampe kesini dengan shuttle bus hotel yang ready tiap 30 menit , begitu juga balik ke hotel . banyak sekali toko suvenir dan restoran juga foodcourt yang bisa mampir sewaktu-waktu kalau capek jalan .",Rame banget,1/5/19,COUPLES,freandydavid,"Bali, Indonesia",Bali,Indonesia,1
1,672543592,8/5/19,MOBILE,5,everything place amazing . best time . waiting time get le near closing time .,Thrill seekers this is for you,1/5/19,COUPLES,Blackswan,South Africa,,South Africa,1
2,672536992,8/5/19,MOBILE,3,"wer freizeitparks mag , ist hier richtig . der park ist recht übersichtlich , aber durch die langen warteschlangen den verschiedensten attraktionen , kann man locker einen halben tag dort verbringen . wenn nicht noch länger . punkteabzug gibt e für die überteuerten preise für speisen und getränke , sowie die merchandising-artikel .",Freizeitspaß pur,1/4/19,COUPLES,Peter+Silke,"Grub am Forst, Germany",Grub am Forst,Germany,-1
1,672462210,8/5/19,OTHER,4,"n't ride almost pointless coming came . good seeing different area . entertainment good . rapid ride good , took 45 minute waiting . stephen spielberg studio good . food drink expensive though .",Excellent,1/4/19,COUPLES,Sul,"Wolverhampton, United Kingdom",Wolverhampton,United Kingdom,1
2,672402865,7/5/19,MOBILE,3,"visited us thursday teen . purchased standard ticket via traveloka hoped working day would n't crowded . , wrong . opening time , even kid ride wait almost hour . day weather extremely hot , waiting around heat close hour even 2 hour ride go minute 2 ridiculous . tried four ride almost 8 hour spent us . overall disappointed us , glad tick list , would n't go back .",No as good as we Imagine,1/5/19,FAMILY,Narulita S,,,,1
2,672390132,7/5/19,MOBILE,5,"wonderful . booked ticket online , stress . need full day visit . might bit tiring small child old person . nice food also .",Amazing,1/12/18,FAMILY,Ali A,,,,1
10,672383612,7/5/19,MOBILE,3,"n't get wrong , park fun , could 've bigger still ok , ride excellent . favourite transformer , mummy , camera action show rollercoaster ( one leg hanging ) . food ridiculously expensive , 've many amusement park , always expect , one . cross bridge sentosa walking free still take train back free . transport around island free well . due bad weather , outside attraction stayed closed around 2h , really bad , made everything else much busier . , really ruin park , express pas . pay ~ $ 40 skipping line every attraction ~ $ 70 unlimited . problem , sometimes get crowded , queue long , bad everyone . queue rollercoaster , saying 30min waiting , people express pas started come ( 's different queue ) , coming quicker rollercoaster could take , started 2 queue , one regular express , worst , queue moving ! time 15minutes would pas queue would n't move , ! ended staying almost 2h line , 1:30min ride , totally crap . even paid express pas , 's big deal . magined everyone ? skipping anymore , park making much money .. another good move would put sign along queue path indicating long waiting time point . time , queue curvy ca n't see end , idea far really . tip : unless 're teenager lot energy spend standing queue , n't go morning n't give money express pas . go afternoon , around 4pm , 's warm anymore , weekend close 10pm , still 6h left , ride almost queue .",Express Pass ruins it,1/5/19,COUPLES,LucasDize,"Adelaide, Australia",Adelaide,Australia,1
1,672380603,7/5/19,OTHER,5,人は沢山居ましたが、乗り物はあまり待ち時間無くほとんどのアトラクションを乗る事が出来ました。レストランも待ち時間無しで座れたのがビックリです。コーラより水の方が高かったけどね？,とても良かったです！,1/5/19,NONE,Sasaki R,,,,-1
1,672365391,7/5/19,MOBILE,3,happy setup much happy staff behavior . overall nice experience teenager . must thing 1. fly singapore 2. luge ride 2-3 time 3. wing time show two slot 7:40 & 8:40 pm . 4. banji jumping try recah early avoid rush .,Santosa Universal Studios,1/5/19,FAMILY,Manish P,"Mumbai, India",Mumbai,India,1
3,672364670,7/5/19,MOBILE,4,"bought ticket online skipped entrance queue easy entrance iconic theme park , enjoyed good four hour , could easily spend day wanted , chose . longest spent queue 90 minute go battlestar galactica roller coaster shortest 10 minute transformer ride , par fun opinion . sort place ’ ’ glad , fun . locker available ride require , plenty shop attraction take time money ! fun day , worth entrance admission .",Fun for all ages!,1/4/19,COUPLES,TnPeat&Travel,"Brisbane, Australia",Brisbane,Australia,1
2,672349754,7/5/19,OTHER,5,"love take photo , go around 7am , take photo much without photobombers , vivo city , alight 2nd station , take photo merlion , go path universal studio singapore , enjoy view , take time since early , take toilet break entering us , walk right side , take ride consecutively , transformer , human , cyclon mummy ... walk jurasic , bring extra clothes since jurasic park rapid adventure make soaking wet sure , bring poncho . enjoy much , 're still thrill , look wall climbing near within jurasic park . time , check itinerary street entertainment waterworld show . also go outside eat lunch , way cheaper , extra , wanted souvenier , go food park front jurasic park , buy beverage , come cup . enjoy !",I'm a thrill seeker,1/5/19,FRIENDS,214jheiM,"Singapore, Singapore",Singapore,Singapore,1
1,672344612,7/5/19,OTHER,5,"us sentosa , large place u explore , kid nice place . think us update stand .",Nice Place,1/4/19,NONE,Hendra L,,,,1
5,672256688,7/5/19,OTHER,4,"family thought highlight visit , disappointed , though felt staff become extraordinarily complacent . pay good money gate , expect ride function . conveniently stopped jurassic world rapid ride almost stopped revenge mummy ride think anger crowd made restart spectacularly scary ancient egyptian treat . tip : 1. food expensive high quality . indian food best . family 4 order 1 mutton biriyani , add lot veggie , add 4-5 parathas share . 2. check u water bottle , try luck . 3. went sunday , wait time like 70-80 minute main ride . bought express ticket . worth extra money wait time 2 minute could enjoy hour hollywood ambience completed ride . 4. bring passport want rock climbing . total hassle , avoid . 5. water world show 12:30 4 pm , plan accordingly . best go early ticket booked online .",Must visit in Singapore,1/4/19,NONE,TMSChennai,,,,1
1,672191085,7/5/19,MOBILE,5,"best theme park ever .... located sentosa island ... theme park divided various themed zone ... sure arrive early & plan activity advance coz much ... loved transformerscyclone roller coaster ride , transformer 4d ride , mummy ride , jurassic adventure ride , waterworld show ... must go child & aduls alike ... 5 star way",Fun Frolic Thrills & Surprises,1/4/19,COUPLES,Chandrasekhar,"Pune, India",Pune,India,1
1,672148069,7/5/19,MOBILE,3,"pleasant visit park welcomed warmly . enjoyed lot , although encountered many difficulty term enjoyment yet still managed make fun park store u . expects a-lot roller coaster ride enjoyed transformer ride fun roller coaster ride .",My Trip to Universal Studios,1/5/19,FAMILY,Lamoda TRAVELS,Philippines,,Philippines,1
1,672054847,7/5/19,MOBILE,4,"really like us , many time favorite ride cylon roller coaster enjoy many others . small park went everything ride 3 time ! ! planning expand park cant wait back next year .",Quick visit,1/4/19,SOLO,Ralph Y,"Gold Coast, Australia",Gold Coast,Australia,1
2,672051296,7/5/19,OTHER,5,"пришли заранее к открытию , невероятно круто . но количество людей удивляет . смело покупайте билет для прохода вне очереди . не территории парк нереально вкусные бургеры . не уходите рано , вечером атмосфера просто потрясающая !",Спешу пасс - маст хэв.,1/2/19,FAMILY,Анастасия,"Kaliningrad, Russia",Kaliningrad,Russia,-1
1,672010298,6/5/19,MOBILE,4,"visited saturday normal pas going get first ride decided purchase express pas . went first ride amazing skip 60mins queue . however , going second ride ’ let u get , thunder afraid thunderstorm coming ’ know ride would back . decided ask refund expensive ( $ 120 ) express pas paid apparently ’ offer refund case . really annoyed purchased minute ago people sold u mentioned weather . also waiting request refund employee sold ticket family ’ say word . took matter customer service long conversation sincerely apologetic said employee told u advance . offered u coupon sticker little one tried get , visit indoors ride show . storm passed 1.5hr later managed get ride ! ! ! express pas really expensive ’ worth time spend waiting queue . great day ! ride amazing show .",Great day at the end! Be aware of the weather!,1/5/19,FAMILY,Fisalida,"Sydney, Australia",Sydney,Australia,1
2,672000225,6/5/19,OTHER,3,"visited universal monday . purchased standard ticket hoped monday would n't busy . wrong ! around lunch time even kid ride wait close hour . like may people said , 's extremely hot singapore waiting around heat close hour ride go minute 2 ridiculous , especially kid . park small size , n't take long get around . attendant ride personality moved slow getting people ride . managed better 'm sure wait time would halved . seemed unhappy job , smile happy face . would able get ride fast track ticket , however cost day price ticket $ 70sgd pp wanted tp spend , raced around soon got park get much doon fast could . watched sesame street show , would recommend 0-5 year , waterworld show good , hot sitting around . also watched shrek 4d good even though chair broke 1/2 way ! left park lunch time got pas many well priced restaurant ( including mcdonalds ) whort walk away . overall disappointed us , 'm sure would recommend theme park family friend . 'm glad tick list , would n't go back .",Not as good as we had hoped,1/4/19,FAMILY,kyky752018,"Brisbane Region, Australia",Brisbane Region,Australia,1
1,671997939,6/5/19,OTHER,4,heard lot universal studio wanted visit place son . bringing son thought visit first inquire experience enough make son 's visit comfortable productive . since n't watch much kid serial much idea whole concept . complete day spent . since visited saturday option stay 10 pm night . first thing online option available buy ticket explore may get 10 % discount . want cover ride . either start early 10 morning else buy express pas . 1-2 minute ride may wait hour . roller coaster amazing . tried cyclone one . another roller coaster related transformer . also experienced . watched animated movie amazing must watch . good visit place day hot walk open area . spend time evening also see effect light . conclusion singapore universal studio . 1. size studio relatively smaller u . 2. number ride le . 3. ticket relatively cheaper . 4. age kid 6 enjoy place . 5. great flair roller coaster visit place . avoid place . overall nice place . sufficient time singapore . one top 10 item visit .,The Standard Universal Studio,1/4/19,BUSINESS,sguday,"New Delhi, India",New Delhi,India,1
5,671914837,6/5/19,MOBILE,5,"parco divertimento molto carino e ben strutturato . molte delle giostre sono spesso affollate , consiglio di acquistare il biglietto con accesso expeess , che vi consentirà di saltare la coda ad un sovrapprezzo basso . assolutamente consigliato per chi visita singapore",Molto carino,1/4/19,COUPLES,Marco_e_Riccardo,"Turin, Italy",Turin,Italy,-1
5,671872161,6/5/19,MOBILE,3,"nous avon été au parc universal studio début mai . nous avon été juste dégoûté de temp ’ attentes , aucune attraction moins ’ une heure voir 2h pour certaines . meme le client qui ont acheté le fast past avaient 30 minute ’ attentes ! c ’ est honteux que le parc vendent autant de billet et n ’ arrive pa avoir de temp ’ attente correct . une fois l ’ heure attendu la plupart de attraction étaient courte , nous arrivons donc pa en profiter après la frustration de l ’ attente . de plus il faisait 35ºc ce jour là , j ’ ai cru faire un malaise dans le différentes file ’ attente , pareil pour beaucoup ’ autres client . nous avon abandonné le parc 16h et décidé ’ aller la plage . vers 20h nous somme retournés ( le parc ferme 22h le jeudi ) et la c ’ était bien plus agréable pa plus de 20 minute ’ attente dans le différentes attraction et en deux heures de temp nous avon fait 4 fois plus ’ attraction que le reste de la journée . nous repartons sou une note un peu plus positive , mais cela n ’ enlève pa la frustration du depart .","Parc Blindé, Ils vendent plus de ticket de ce qu’ils peuvent assumer.",1/5/19,NONE,Teddy Journo,"Paris, France",Paris,France,1
1,671771945,6/5/19,MOBILE,4,’ great part us ; attraction ; wing time waterworld good edgy . point comparing branded separately,Excellent aura and the essence of Tourism,1/5/19,FAMILY,Rajeebg,"Pune, India",Pune,India,1
4,671771089,6/5/19,OTHER,3,"visited universal studio family . exited see place probably planning 3 month visit place . complaint actual ride show ... felt owner business money minting rather providing entertainment : ( let share experience : reached universal studio 9:30am , gate open 10am , line already que 30 - 40 people standing waiting . @ 10am opened door , first entered madagaskar , first two ride done 10 min waiting . @ 11am entered jurassic park , boat ride entered queue , took 1 hour 10 min u get ride 3 minute , already tired standing long queue 12:30 time finish . later went egyptian theme ( revenge mummy ) , board said wait time 120 min : ( time checked place , every minimum standing time queue 80 minute : ( horrible later went light camera action , stand queue 15 min , show good ... major problem entire u long wait times.even one spending $ 75 wait 1 - 2 hour favorite ride , reality wo n't covering 4 - 5 ride peak day total waste money time . add pain wound , express line charge another $ 70 get direct access ride .. ( nice way mint money .. making every one stand hour collect extra amount faster access ) way , rate high quality show ride ( enjoy ) overall , trip , super exited , visiting actually felt total money minting machine .",Needs a lot of improvement to keep its image,1/5/19,FAMILY,Naveen kumar G,"Hyderabad, India",Hyderabad,India,1
1,671742436,5/5/19,OTHER,5,"great day , suited younger audience adult . couple scary ride . food good although cheap",a great day out,1/11/18,FAMILY,Alison F,"Cairns, Australia",Cairns,Australia,1
2,671735836,5/5/19,MOBILE,5,"nice setup layout universal studio , easy follow map provided . ride something enjoy . pleasantly surprised exposing different area . definately recommend family friend .",Mr,1/5/19,COUPLES,Attie B,,,,1
2,671659883,5/5/19,MOBILE,5,loved universal roller coaster 4d movie live performance everything place perfect couple thing make day even better make sure carry food bag cause food inside super pricey buy ticket hand else 'll wait que buy ticket outside universal get 10 sharp maximize time inside ( close 8pm ) ride take lot time even upto 2 hour 's better single rider lane 'll wait 5-10 minute per ride else 'll shell extra express entry ticket ₹3700 ( 54 $ ),One of my favorite place in the world,1/7/18,COUPLES,Jas,"New Delhi, India",New Delhi,India,1
2,673003241,5/5/19,OTHER,5,4月底去的，赶上新加坡难得一见的长时间下雨。我是雨神，上次去大阪环球影城也是下了一天雨。买了快速票，去哪儿都不用排队，感觉还是很好的。,比大阪环球影城小一些，但是人也少,1/4/19,FAMILY,,,,,-1
2,671591533,5/5/19,MOBILE,5,"magnificent experience . many ride old people also enjoy like jurassic park . boat , transformer space ride etc.firstly one complete ride go photo waiting increase waste time photo beginning .",Visit to universal studios Singapore,1/4/19,FAMILY,Nikhil Kumar,"New Delhi, India",New Delhi,India,1
1,671564855,5/5/19,MOBILE,4,"universal studio , find one small . weekend especially public holiday jammed packed budget , ’ definitely recommend express pas skip terribly long queue ’ able enjoy every attraction offer ie : 4d movie/live action/each thrill/ride/adventure etc . breeze ! ticket purchased online advance with/without hotel package .",Great for family outing,1/12/18,FAMILY,Dds,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,1
1,671543899,5/5/19,MOBILE,5,booking ticket .... online site klook etc . reach half hr before.save money n walk sentosa island.we took metro card wh came handy stay singapore.loved even bus service stay . reach till vivo mall n walk sentosa quite comfortable walking acclerator ... even kid seven plus comfortable.now u enter . .. transformer ... cyclone n human ride first afterwards 's crazy . ... n walk circle ..... check ur kid ...... easy cover . ...... keep full day . .. till last sweating complete something more.enjoy fun family n kiddos.we loved .,Fun filled time,1/12/18,FAMILY,PreetiAswal,"New Delhi, India",New Delhi,India,1
2,671516046,5/5/19,OTHER,5,"spent one entire day morning 9 night 11 pm universal studio ! ! ! advised travel agent ensure take express pas delighted done ! ! actually saved u lot time didnt go agony waiting long never ending q forever ! ! ! gone universal around new year crowd whelming . without express pas would able cover ride even multiple time . personal favorite transformer , steven spielberg show , gallactica roller coaster jurrasic park theme ride . also experienced firework 11 pm parade evening . overall one expensive day u worth every dollar spent .",Tons of fun for all age groups !!,1/12/18,NONE,Aryan2007,"Mumbai, India",Mumbai,India,1
1,671498056,4/5/19,MOBILE,3,busy crowded . walking bitumen concrete walkway hot drain energy . door ride close thunder chance lightning- almost every day stage . ride however excellent- especially 3d transformer ride . fantastic ! !,Be prepared to queue for every ride,1/5/19,COUPLES,Lyn E,"Narangba, Australia",Narangba,Australia,1
